
max_depth,learning_rate,ACC,RECALL,PREC,F1
max_depth,learning_rate,ACC,RECALL,PREC,F1
max_depth,learning_rate,ACC,RECALL,PREC,F1
max_depth,learning_rate,ACC,RECALL,PREC,F1
max_depth,learning_rate,ACC,RECALL,PREC,F1
3,1,0.4793761842297041,0.4793761842297041,0.45750365094684375,0.4290300041301382
3,2,0.4788174707282709,0.4788174707282709,0.45235532729708894,0.42845897558725865
3,3,0.47935189233833747,0.47935189233833747,0.4525432036018954,0.4289028163956699
3,4,0.47864742748870426,0.47864742748870426,0.4589301595683078,0.4281170460570568
3,5,0.4783559247923043,0.4783559247923043,0.450704821196534,0.4279293922124647
3,6,0.47777291939950445,0.47777291939950445,0.4564751553443896,0.42774296379154847
4,1,0.490016032648302,0.490016032648302,0.47216348842466965,0.44460203509485785
4,2,0.4926881406986348,0.4926881406986348,0.4780216064984593,0.4478366016018224
4,3,0.4927610163727348,0.4927610163727348,0.4738786548557732,0.44681769368060864
4,4,0.49118204343390176,0.49118204343390176,0.4749118629669553,0.44569821204240023
4,5,0.4912792109993684,0.4912792109993684,0.47371207256068804,0.4454172667717467
4,6,0.4911091677598018,0.4911091677598018,0.4723682172054051,0.44549998024690707
5,1,0.5022105621143662,0.5022105621143662,0.4875420981663517,0.4616808978852569
5,2,0.5041296215323325,0.5041296215323325,0.4904196216271358,0.4628983627813656
5,3,0.5036194918136326,0.5036194918136326,0.4916214578247522,0.4630135924995145
5,4,0.5022105621143662,0.5022105621143662,0.48934761891981327,0.4616856263224487
5,5,0.5041053296409659,0.5041053296409659,0.49232711254120126,0.46371506853641337
5,6,0.5021376864402662,0.5021376864402662,0.4867311618543344,0.46127474693521575
6,1,0.5154253510178303,0.5154253510178303,0.5020275200437889,0.4801856953755995
6,2,0.5136034591653306,0.5136034591653306,0.502256086151489,0.4782589061009218
6,3,0.5144050915804305,0.5144050915804305,0.5025155150673988,0.4793800801656771
6,4,0.5146237186027304,0.5146237186027304,0.5006606614512121,0.47939411835799295
6,5,0.5138220861876306,0.5138220861876306,0.5004601972442946,0.47896557226241826
6,6,0.5172229509789632,0.5172229509789632,0.5060793136239177,0.48221906123115194
7,1,0.5216683670990623,0.5216683670990623,0.5072939005778927,0.4912699992001377
7,2,0.5233930913860954,0.5233930913860954,0.5096834973519597,0.4934613936396837
7,3,0.5247534373026284,0.5247534373026284,0.5121398991304761,0.49462843385777927
7,4,0.5225185832968955,0.5225185832968955,0.5094170306672389,0.4920844191348195
7,5,0.5225185832968955,0.5225185832968955,0.5076181857801867,0.4921748074875687
7,6,0.5241461400184618,0.5241461400184618,0.5127686120709705,0.4947050866989884
